"prfInformationCarrier";"prfYear";"prfPrdOilNetMillSm3";"prfPrdGasNetBillSm3";"prfPrdNGLNetMillSm3";"prfPrdCondensateNetMillSm3";"prfPrdOeNetMillSm3";"prfPrdProducedWaterInFieldMillSm3";"prfNpdidInformationCarrier"
"YTTERGRYTA";"2009";"0.117";"0.301";"0.111";"0.000";"0.529";"0.002";"4973114"
"YTTERGRYTA";"2010";"0.118";"0.312";"0.115";"0.000";"0.545";"0.003";"4973114"
"YTTERGRYTA";"2011";"0.055";"0.317";"0.123";"0.000";"0.495";"0.001";"4973114"
"YTTERGRYTA";"2012";"0.000";"0.303";"0.119";"0.000";"0.423";"0.000";"4973114"
"YTTERGRYTA";"2013";"0.003";"0.448";"0.169";"0.000";"0.620";"0.000";"4973114"
"YTTERGRYTA";"2014";"0.000";"0.130";"0.048";"0.000";"0.178";"0.000";"4973114"
"ÆRFUGL NORD";"2021";"-0.003";"0.024";"0.003";"0.000";"0.024";"0.001";"38542241"
"ÆRFUGL NORD";"2022";"0.072";"0.667";"0.070";"0.000";"0.809";"0.003";"38542241"
"ÆRFUGL NORD";"2023";"0.048";"0.554";"0.051";"0.000";"0.653";"0.009";"38542241"
"ØST FRIGG";"1988";"0.000";"0.391";"0.000";"0.002";"0.393";"0.000";"43576"
"ØST FRIGG";"1989";"0.000";"1.505";"0.000";"0.012";"1.517";"0.000";"43576"
"ØST FRIGG";"1990";"0.000";"1.375";"0.000";"0.010";"1.385";"0.000";"43576"
"ØST FRIGG";"1991";"0.000";"1.563";"0.000";"0.013";"1.576";"0.000";"43576"
"ØST FRIGG";"1992";"0.000";"1.111";"0.000";"0.012";"1.123";"0.000";"43576"
"ØST FRIGG";"1993";"0.000";"1.267";"0.000";"0.011";"1.278";"0.000";"43576"
"ØST FRIGG";"1994";"0.000";"0.983";"0.000";"0.007";"0.990";"0.000";"43576"
"ØST FRIGG";"1995";"0.000";"0.319";"0.000";"0.001";"0.320";"0.000";"43576"
"ØST FRIGG";"1996";"0.000";"0.610";"0.000";"0.000";"0.611";"0.000";"43576"
"ØST FRIGG";"1997";"0.000";"0.096";"0.000";"0.000";"0.097";"0.000";"43576"
"ØST FRIGG";"1998";"0.000";"0.000";"0.000";"0.000";"0.000";"0.000";"43576"
"ÅSGARD";"1999";"3.901";"0.000";"0.000";"0.000";"3.901";"0.000";"43765"
"ÅSGARD";"2000";"7.837";"0.523";"0.086";"0.098";"8.544";"0.093";"43765"
"ÅSGARD";"2001";"8.320";"3.892";"1.306";"0.681";"14.200";"0.136";"43765"
"ÅSGARD";"2002";"8.232";"7.247";"2.224";"2.592";"20.296";"0.198";"43765"
"ÅSGARD";"2003";"6.944";"10.073";"3.526";"4.329";"24.872";"0.295";"43765"
"ÅSGARD";"2004";"5.658";"10.203";"3.488";"3.853";"23.202";"0.409";"43765"
"ÅSGARD";"2005";"4.637";"10.513";"3.639";"3.351";"22.140";"0.438";"43765"
"ÅSGARD";"2006";"4.836";"9.770";"3.609";"2.209";"20.424";"0.438";"43765"
"ÅSGARD";"2007";"6.793";"11.441";"4.160";"0.000";"22.394";"0.552";"43765"
"ÅSGARD";"2008";"5.949";"11.417";"4.022";"0.000";"21.388";"0.677";"43765"
"ÅSGARD";"2009";"5.729";"12.174";"4.540";"0.000";"22.443";"0.876";"43765"
"ÅSGARD";"2010";"5.026";"11.967";"4.512";"0.000";"21.506";"0.912";"43765"
"ÅSGARD";"2011";"3.932";"12.083";"4.832";"0.000";"20.848";"0.725";"43765"
"ÅSGARD";"2012";"4.001";"12.174";"5.070";"0.000";"21.245";"0.684";"43765"
"ÅSGARD";"2013";"3.166";"9.614";"3.849";"0.000";"16.629";"0.692";"43765"
"ÅSGARD";"2014";"3.050";"9.899";"3.767";"0.000";"16.717";"0.792";"43765"
"ÅSGARD";"2015";"2.732";"9.806";"3.560";"0.000";"16.098";"0.997";"43765"
"ÅSGARD";"2016";"2.545";"10.237";"3.541";"0.000";"16.323";"0.929";"43765"
"ÅSGARD";"2017";"2.331";"10.228";"3.382";"0.000";"15.942";"0.824";"43765"
"ÅSGARD";"2018";"1.997";"9.482";"3.259";"0.000";"14.738";"0.497";"43765"
"ÅSGARD";"2019";"1.729";"8.728";"3.128";"0.000";"13.585";"0.476";"43765"
"ÅSGARD";"2020";"1.386";"6.673";"2.510";"0.000";"10.569";"0.553";"43765"
"ÅSGARD";"2021";"1.077";"5.391";"1.853";"0.000";"8.320";"0.409";"43765"
"ÅSGARD";"2022";"1.036";"5.528";"1.236";"0.000";"7.800";"0.326";"43765"
"ÅSGARD";"2023";"0.774";"4.042";"0.785";"0.000";"5.600";"0.229";"43765"
"AASTA HANSTEEN";"2018";"0.000";"0.027";"0.000";"0.000";"0.028";"0.000";"23395946"
"AASTA HANSTEEN";"2019";"0.000";"6.754";"0.000";"0.167";"6.921";"0.011";"23395946"
"AASTA HANSTEEN";"2020";"0.000";"8.749";"0.000";"0.192";"8.941";"0.021";"23395946"
"AASTA HANSTEEN";"2021";"0.000";"8.920";"0.000";"0.172";"9.092";"0.019";"23395946"
"AASTA HANSTEEN";"2022";"0.000";"8.890";"0.000";"0.185";"9.075";"0.021";"23395946"
"AASTA HANSTEEN";"2023";"0.000";"5.469";"0.000";"0.115";"5.584";"0.014";"23395946"
