"prfInformationCarrier";"prfYear";"prfPrdOilNetMillSm3";"prfPrdGasNetBillSm3";"prfPrdNGLNetMillSm3";"prfPrdCondensateNetMillSm3";"prfPrdOeNetMillSm3";"prfPrdProducedWaterInFieldMillSm3";"prfNpdidInformationCarrier"
"STATFJORD NORD";"2021";"0.447";"0.015";"0.010";"0.000";"0.471";"4.730";"43679"
"STATFJORD NORD";"2022";"0.541";"0.033";"0.014";"0.000";"0.588";"4.272";"43679"
"STATFJORD NORD";"2023";"0.332";"0.027";"0.010";"0.000";"0.369";"3.203";"43679"
"STATFJORD ØST";"1994";"0.611";"0.032";"0.014";"0.000";"0.657";"0.000";"43672"
"STATFJORD ØST";"1995";"3.229";"0.136";"0.066";"0.000";"3.431";"0.000";"43672"
"STATFJORD ØST";"1996";"3.356";"0.221";"0.107";"0.000";"3.683";"0.000";"43672"
"STATFJORD ØST";"1997";"4.150";"0.256";"0.137";"0.000";"4.543";"0.000";"43672"
"STATFJORD ØST";"1998";"4.236";"0.246";"0.130";"0.000";"4.612";"0.000";"43672"
"STATFJORD ØST";"1999";"3.769";"0.278";"0.156";"0.000";"4.203";"0.000";"43672"
"STATFJORD ØST";"2000";"2.822";"0.344";"0.230";"0.000";"3.396";"1.387";"43672"
"STATFJORD ØST";"2001";"2.197";"0.304";"0.287";"0.000";"2.788";"1.947";"43672"
"STATFJORD ØST";"2002";"1.917";"0.214";"0.194";"0.000";"2.326";"1.958";"43672"
"STATFJORD ØST";"2003";"1.992";"0.242";"0.181";"0.000";"2.416";"2.679";"43672"
"STATFJORD ØST";"2004";"1.349";"0.194";"0.148";"0.000";"1.691";"2.825";"43672"
"STATFJORD ØST";"2005";"1.129";"0.388";"0.289";"0.000";"1.806";"3.261";"43672"
"STATFJORD ØST";"2006";"1.136";"0.332";"0.238";"0.000";"1.706";"2.785";"43672"
"STATFJORD ØST";"2007";"1.183";"0.311";"0.219";"0.000";"1.713";"3.928";"43672"
"STATFJORD ØST";"2008";"0.782";"0.113";"0.079";"0.001";"0.975";"2.930";"43672"
"STATFJORD ØST";"2009";"0.552";"0.069";"0.035";"0.002";"0.657";"2.068";"43672"
"STATFJORD ØST";"2010";"0.817";"0.109";"0.048";"0.004";"0.978";"2.239";"43672"
"STATFJORD ØST";"2011";"0.393";"0.057";"0.029";"0.001";"0.481";"1.847";"43672"
"STATFJORD ØST";"2012";"0.462";"0.047";"0.024";"0.002";"0.534";"2.259";"43672"
"STATFJORD ØST";"2013";"0.334";"0.057";"0.037";"0.002";"0.430";"1.509";"43672"
"STATFJORD ØST";"2014";"0.225";"0.035";"0.026";"0.002";"0.289";"1.061";"43672"
"STATFJORD ØST";"2015";"0.209";"0.040";"0.021";"0.002";"0.272";"0.912";"43672"
"STATFJORD ØST";"2016";"0.219";"0.023";"0.017";"0.000";"0.258";"0.824";"43672"
"STATFJORD ØST";"2017";"0.199";"0.032";"0.025";"0.000";"0.255";"0.852";"43672"
"STATFJORD ØST";"2018";"0.142";"0.026";"0.020";"0.000";"0.188";"0.800";"43672"
"STATFJORD ØST";"2019";"0.128";"0.009";"0.007";"0.000";"0.144";"0.684";"43672"
"STATFJORD ØST";"2020";"0.186";"0.048";"0.043";"0.000";"0.277";"0.820";"43672"
"STATFJORD ØST";"2021";"0.192";"0.087";"0.062";"0.000";"0.340";"0.769";"43672"
"STATFJORD ØST";"2022";"0.185";"0.105";"0.049";"0.000";"0.339";"0.776";"43672"
"STATFJORD ØST";"2023";"0.097";"0.069";"0.028";"0.000";"0.194";"0.486";"43672"
"SVALIN";"2014";"1.015";"0.000";"0.000";"0.000";"1.015";"0.192";"22507971"
"SVALIN";"2015";"1.961";"0.000";"0.000";"0.000";"1.961";"0.422";"22507971"
"SVALIN";"2016";"1.381";"0.000";"0.000";"0.000";"1.381";"0.863";"22507971"
"SVALIN";"2017";"0.986";"0.000";"0.000";"0.000";"0.986";"1.155";"22507971"
"SVALIN";"2018";"0.731";"0.000";"0.000";"0.000";"0.731";"1.203";"22507971"
"SVALIN";"2019";"0.468";"0.000";"0.000";"0.000";"0.468";"1.547";"22507971"
"SVALIN";"2020";"0.480";"0.000";"0.000";"0.000";"0.480";"1.611";"22507971"
"SVALIN";"2021";"0.453";"0.000";"0.000";"0.000";"0.453";"1.566";"22507971"
"SVALIN";"2022";"0.468";"0.000";"0.000";"0.000";"0.468";"1.205";"22507971"
"SVALIN";"2023";"0.425";"0.000";"0.000";"0.000";"0.425";"1.422";"22507971"
"SYGNA";"2000";"0.642";"0.000";"0.000";"0.000";"0.642";"0.002";"104718"
"SYGNA";"2001";"2.550";"0.000";"0.000";"0.000";"2.550";"0.000";"104718"
"SYGNA";"2002";"1.813";"0.000";"0.000";"0.000";"1.813";"0.439";"104718"
"SYGNA";"2003";"1.638";"0.000";"0.000";"0.000";"1.638";"1.177";"104718"
"SYGNA";"2004";"1.143";"0.000";"0.000";"0.000";"1.143";"1.311";"104718"
"SYGNA";"2005";"0.691";"0.000";"0.000";"0.000";"0.691";"1.793";"104718"
"SYGNA";"2006";"0.413";"0.000";"0.000";"0.000";"0.413";"1.603";"104718"
"SYGNA";"2007";"0.377";"0.000";"0.000";"0.000";"0.377";"1.946";"104718"
"SYGNA";"2008";"0.298";"0.000";"0.000";"0.000";"0.298";"2.095";"104718"
"SYGNA";"2009";"0.130";"0.000";"0.000";"0.000";"0.130";"1.141";"104718"
"SYGNA";"2010";"0.054";"0.000";"0.000";"0.000";"0.054";"0.327";"104718"
"SYGNA";"2011";"0.063";"0.000";"0.000";"0.000";"0.063";"0.219";"104718"
"SYGNA";"2012";"0.051";"0.000";"0.000";"0.000";"0.051";"0.136";"104718"
"SYGNA";"2013";"0.059";"0.000";"0.000";"0.000";"0.059";"0.144";"104718"
"SYGNA";"2014";"0.035";"0.000";"0.000";"0.000";"0.035";"0.072";"104718"
"SYGNA";"2015";"0.148";"0.000";"0.000";"0.000";"0.148";"0.715";"104718"
"SYGNA";"2016";"0.167";"0.000";"0.000";"0.000";"0.167";"1.345";"104718"
"SYGNA";"2017";"0.192";"0.000";"0.000";"0.000";"0.192";"1.204";"104718"
"SYGNA";"2018";"0.156";"0.000";"0.000";"0.000";"0.156";"1.111";"104718"
"SYGNA";"2019";"0.180";"0.000";"0.000";"0.000";"0.180";"1.727";"104718"
"SYGNA";"2020";"0.159";"0.000";"0.000";"0.000";"0.159";"2.186";"104718"
"SYGNA";"2021";"0.116";"0.000";"0.000";"0.000";"0.116";"1.876";"104718"
"SYGNA";"2022";"0.090";"0.000";"0.000";"0.000";"0.090";"1.856";"104718"
"SYGNA";"2023";"0.033";"0.000";"0.000";"0.000";"0.033";"0.658";"104718"
"TAMBAR";"2001";"0.535";"0.000";"0.025";"0.000";"0.560";"0.003";"1028599"
"TAMBAR";"2002";"1.726";"0.000";"0.087";"0.000";"1.814";"0.005";"1028599"
"TAMBAR";"2003";"1.463";"0.000";"0.072";"0.000";"1.535";"0.005";"1028599"
"TAMBAR";"2004";"0.884";"0.000";"0.046";"0.000";"0.930";"0.004";"1028599"
"TAMBAR";"2005";"1.240";"0.000";"0.070";"0.000";"1.310";"0.010";"1028599"
"TAMBAR";"2006";"0.936";"0.000";"0.056";"0.000";"0.991";"0.017";"1028599"
"TAMBAR";"2007";"0.650";"0.000";"0.037";"0.000";"0.686";"0.019";"1028599"
"TAMBAR";"2008";"0.591";"0.000";"0.037";"0.000";"0.629";"0.027";"1028599"
"TAMBAR";"2009";"0.341";"0.000";"0.016";"0.000";"0.357";"0.004";"1028599"
"TAMBAR";"2010";"0.285";"0.000";"0.013";"0.000";"0.298";"0.003";"1028599"
"TAMBAR";"2011";"0.290";"0.000";"0.011";"0.000";"0.302";"0.003";"1028599"
"TAMBAR";"2012";"0.226";"0.000";"0.010";"0.000";"0.235";"0.002";"1028599"
"TAMBAR";"2013";"0.240";"0.000";"0.010";"0.000";"0.249";"0.011";"1028599"
"TAMBAR";"2014";"0.334";"0.000";"0.014";"0.000";"0.347";"0.024";"1028599"
"TAMBAR";"2015";"0.253";"0.000";"0.011";"0.000";"0.264";"0.003";"1028599"
"TAMBAR";"2016";"0.222";"0.000";"0.010";"0.000";"0.232";"0.008";"1028599"
"TAMBAR";"2017";"0.191";"0.000";"0.009";"0.000";"0.200";"0.037";"1028599"
"TAMBAR";"2018";"0.332";"0.000";"0.016";"0.000";"0.348";"0.019";"1028599"
"TAMBAR";"2019";"0.217";"0.000";"0.008";"0.000";"0.225";"0.022";"1028599"
"TAMBAR";"2020";"0.253";"0.000";"0.009";"0.000";"0.262";"0.032";"1028599"
"TAMBAR";"2021";"0.198";"0.000";"0.005";"0.000";"0.203";"0.035";"1028599"
"TAMBAR";"2022";"0.097";"0.000";"0.004";"0.000";"0.101";"0.024";"1028599"
"TAMBAR";"2023";"0.136";"0.000";"0.003";"0.000";"0.140";"0.035";"1028599"
"TOMMELITEN A";"2023";"0.020";"0.020";"0.002";"0.000";"0.042";"0.002";"40867462"
"TOMMELITEN GAMMA";"1988";"0.204";"0.255";"0.041";"0.000";"0.500";"0.000";"43444"
"TOMMELITEN GAMMA";"1989";"0.785";"1.086";"0.170";"0.000";"2.041";"0.000";"43444"
"TOMMELITEN GAMMA";"1990";"0.691";"1.250";"0.184";"0.000";"2.125";"0.000";"43444"
"TOMMELITEN GAMMA";"1991";"0.467";"1.001";"0.124";"0.000";"1.591";"0.000";"43444"
"TOMMELITEN GAMMA";"1992";"0.437";"1.171";"0.124";"0.000";"1.732";"0.000";"43444"
"TOMMELITEN GAMMA";"1993";"0.396";"1.298";"0.140";"0.000";"1.834";"0.000";"43444"
"TOMMELITEN GAMMA";"1994";"0.270";"0.993";"0.109";"0.000";"1.372";"0.000";"43444"
"TOMMELITEN GAMMA";"1995";"0.224";"0.876";"0.095";"0.000";"1.195";"0.000";"43444"
"TOMMELITEN GAMMA";"1996";"0.189";"0.788";"0.083";"0.000";"1.061";"0.000";"43444"
"TOMMELITEN GAMMA";"1997";"0.141";"0.648";"0.072";"0.000";"0.862";"0.000";"43444"
"TOMMELITEN GAMMA";"1998";"0.069";"0.327";"0.039";"0.000";"0.435";"0.000";"43444"
"TOR";"1978";"1.207";"0.341";"0.000";"0.000";"1.548";"0.000";"43520"
"TOR";"1979";"4.526";"1.157";"0.140";"0.000";"5.823";"0.000";"43520"
"TOR";"1980";"3.590";"1.288";"0.278";"0.000";"5.155";"0.000";"43520"
"TOR";"1981";"1.884";"1.177";"0.229";"0.000";"3.290";"0.000";"43520"
"TOR";"1982";"1.531";"1.342";"0.272";"0.000";"3.145";"0.000";"43520"
"TOR";"1983";"0.968";"1.087";"0.255";"0.000";"2.310";"0.000";"43520"
"TOR";"1984";"0.867";"0.936";"0.217";"0.000";"2.020";"0.000";"43520"
"TOR";"1985";"0.824";"0.779";"0.201";"0.000";"1.805";"0.000";"43520"
"TOR";"1986";"0.625";"0.464";"0.117";"0.000";"1.205";"0.000";"43520"
"TOR";"1987";"0.477";"0.343";"0.089";"0.000";"0.909";"0.000";"43520"
"TOR";"1988";"0.483";"0.318";"0.096";"0.000";"0.897";"0.000";"43520"
"TOR";"1989";"0.510";"0.312";"0.089";"0.000";"0.912";"0.000";"43520"
"TOR";"1990";"0.473";"0.242";"0.068";"0.000";"0.783";"0.000";"43520"
"TOR";"1991";"0.346";"0.161";"0.038";"0.000";"0.545";"0.000";"43520"
"TOR";"1992";"0.362";"0.144";"0.031";"0.000";"0.538";"0.000";"43520"
"TOR";"1993";"0.346";"0.095";"0.022";"0.000";"0.463";"0.000";"43520"
"TOR";"1994";"0.339";"0.074";"0.019";"0.000";"0.432";"0.000";"43520"
"TOR";"1995";"0.339";"0.067";"0.018";"0.000";"0.424";"0.000";"43520"
"TOR";"1996";"0.359";"0.063";"0.017";"0.000";"0.439";"0.000";"43520"
"TOR";"1997";"0.347";"0.057";"0.017";"0.000";"0.421";"0.000";"43520"
"TOR";"1998";"0.231";"0.036";"0.011";"0.000";"0.278";"0.000";"43520"
"TOR";"1999";"0.221";"0.037";"0.011";"0.000";"0.269";"0.000";"43520"
"TOR";"2000";"0.256";"0.041";"0.011";"0.000";"0.307";"0.469";"43520"
"TOR";"2001";"0.257";"0.035";"0.010";"0.000";"0.301";"0.715";"43520"
"TOR";"2002";"0.214";"0.025";"0.008";"0.000";"0.247";"0.379";"43520"
"TOR";"2003";"0.163";"0.017";"0.007";"0.000";"0.187";"0.316";"43520"
"TOR";"2004";"0.197";"0.021";"0.008";"0.000";"0.227";"0.177";"43520"
"TOR";"2005";"0.180";"0.020";"0.008";"0.000";"0.208";"0.037";"43520"
"TOR";"2006";"0.164";"0.024";"0.009";"0.000";"0.197";"0.031";"43520"
"TOR";"2007";"0.315";"0.054";"0.016";"0.000";"0.385";"0.187";"43520"
"TOR";"2008";"0.307";"0.033";"0.013";"0.000";"0.353";"0.391";"43520"
"TOR";"2009";"0.292";"0.024";"0.010";"0.000";"0.326";"0.377";"43520"
"TOR";"2010";"0.237";"0.014";"0.007";"0.000";"0.258";"0.224";"43520"
"TOR";"2011";"0.219";"0.008";"0.005";"0.000";"0.232";"0.265";"43520"
"TOR";"2012";"0.223";"0.007";"0.005";"0.000";"0.236";"0.158";"43520"
"TOR";"2013";"0.199";"0.008";"0.005";"0.000";"0.212";"0.209";"43520"
"TOR";"2014";"0.197";"0.009";"0.004";"0.000";"0.210";"0.210";"43520"
"TOR";"2015";"0.181";"0.007";"0.004";"0.000";"0.191";"0.172";"43520"
"TOR";"2020";"0.017";"0.001";"0.001";"0.000";"0.019";"0.010";"43520"
"TOR";"2021";"0.805";"0.073";"0.023";"0.000";"0.901";"0.334";"43520"
"TOR";"2022";"0.719";"0.089";"0.024";"0.000";"0.832";"0.442";"43520"
"TOR";"2023";"0.500";"0.098";"0.021";"0.000";"0.619";"0.417";"43520"
"TORDIS";"1994";"1.555";"0.093";"0.041";"0.000";"1.689";"0.000";"43725"
"TORDIS";"1995";"4.146";"0.278";"0.171";"0.000";"4.594";"0.000";"43725"
"TORDIS";"1996";"4.504";"0.364";"0.199";"0.000";"5.067";"0.000";"43725"
"TORDIS";"1997";"4.122";"0.390";"0.197";"0.000";"4.709";"0.000";"43725"
"TORDIS";"1998";"3.970";"0.320";"0.196";"0.000";"4.486";"0.000";"43725"
"TORDIS";"1999";"4.420";"0.338";"0.216";"0.000";"4.975";"0.000";"43725"
"TORDIS";"2000";"3.994";"0.304";"0.199";"0.000";"4.497";"1.232";"43725"
"TORDIS";"2001";"4.754";"0.336";"0.323";"0.000";"5.413";"1.103";"43725"
"TORDIS";"2002";"4.616";"0.317";"0.319";"0.000";"5.251";"1.303";"43725"
"TORDIS";"2003";"4.115";"0.329";"0.261";"0.000";"4.705";"1.624";"43725"
"TORDIS";"2004";"3.686";"0.281";"0.215";"0.000";"4.182";"2.274";"43725"
"TORDIS";"2005";"3.026";"0.247";"0.190";"0.000";"3.463";"2.438";"43725"
"TORDIS";"2006";"1.668";"0.107";"0.089";"0.000";"1.864";"2.821";"43725"
"TORDIS";"2007";"2.430";"0.092";"0.076";"0.000";"2.598";"3.047";"43725"
"TORDIS";"2008";"1.609";"0.002";"0.002";"0.000";"1.613";"4.494";"43725"
"TORDIS";"2009";"1.095";"0.005";"0.005";"0.000";"1.105";"3.301";"43725"
"TORDIS";"2010";"0.736";"0.000";"0.004";"0.000";"0.741";"1.642";"43725"
"TORDIS";"2011";"0.590";"0.408";"0.340";"0.002";"1.341";"1.025";"43725"
"TORDIS";"2012";"0.223";"0.018";"0.015";"0.000";"0.256";"0.396";"43725"
"TORDIS";"2013";"0.508";"0.037";"0.031";"0.000";"0.577";"1.254";"43725"
"TORDIS";"2014";"0.746";"0.018";"0.016";"0.000";"0.780";"2.996";"43725"
"TORDIS";"2015";"1.147";"0.000";"0.000";"0.000";"1.147";"2.793";"43725"
"TORDIS";"2016";"1.447";"0.000";"0.000";"0.000";"1.447";"3.312";"43725"
"TORDIS";"2017";"1.255";"0.000";"0.000";"0.000";"1.255";"3.151";"43725"
"TORDIS";"2018";"0.952";"0.000";"0.000";"0.000";"0.952";"4.550";"43725"
"TORDIS";"2019";"0.704";"0.378";"0.311";"0.000";"1.394";"4.568";"43725"
"TORDIS";"2020";"0.619";"0.041";"0.030";"0.000";"0.689";"5.356";"43725"
"TORDIS";"2021";"1.077";"0.066";"0.048";"0.000";"1.191";"3.937";"43725"
"TORDIS";"2022";"1.332";"0.085";"0.043";"0.000";"1.460";"3.423";"43725"
"TORDIS";"2023";"0.860";"0.060";"0.025";"0.000";"0.945";"3.313";"43725"
"TRESTAKK";"2019";"0.520";"0.000";"0.000";"0.000";"0.520";"0.006";"29396445"
"TRESTAKK";"2020";"1.000";"0.000";"0.000";"0.000";"1.000";"0.014";"29396445"
"TRESTAKK";"2021";"1.024";"0.000";"0.000";"0.000";"1.024";"0.033";"29396445"
"TRESTAKK";"2022";"0.799";"0.000";"0.000";"0.000";"0.799";"0.018";"29396445"
"TRESTAKK";"2023";"0.610";"0.000";"0.000";"0.000";"0.610";"0.033";"29396445"
"TROLL";"1990";"1.051";"0.000";"0.000";"0.000";"1.051";"0.000";"46437"
"TROLL";"1991";"0.176";"0.000";"0.000";"0.000";"0.176";"0.000";"46437"
"TROLL";"1992";"0.063";"0.000";"0.000";"0.000";"0.063";"0.000";"46437"
"TROLL";"1993";"0.060";"0.000";"0.000";"0.000";"0.060";"0.000";"46437"
"TROLL";"1994";"0.061";"0.000";"0.000";"0.000";"0.061";"0.000";"46437"
"TROLL";"1995";"2.856";"0.000";"0.000";"0.000";"2.856";"0.000";"46437"
"TROLL";"1996";"13.324";"5.507";"0.000";"0.000";"18.831";"0.000";"46437"
"TROLL";"1997";"14.767";"14.317";"0.000";"0.000";"29.084";"0.000";"46437"
"TROLL";"1998";"13.254";"19.954";"0.000";"0.000";"33.208";"0.000";"46437"
"TROLL";"1999";"12.909";"25.461";"0.000";"0.218";"38.588";"0.000";"46437"
"TROLL";"2000";"18.362";"24.666";"0.000";"0.750";"43.778";"15.814";"46437"
"TROLL";"2001";"19.503";"21.433";"0.000";"0.639";"41.576";"18.491";"46437"
"TROLL";"2002";"21.194";"25.581";"0.000";"0.768";"47.543";"18.919";"46437"
"TROLL";"2003";"20.821";"26.169";"0.000";"1.512";"48.502";"21.917";"46437"
"TROLL";"2004";"17.764";"26.362";"0.282";"0.450";"44.857";"23.636";"46437"
"TROLL";"2005";"14.093";"28.340";"1.310";"0.000";"43.742";"22.594";"46437"
"TROLL";"2006";"10.820";"30.701";"1.400";"0.000";"42.921";"21.258";"46437"
"TROLL";"2007";"9.426";"35.780";"1.369";"0.000";"46.574";"21.661";"46437"
"TROLL";"2008";"8.168";"29.739";"1.075";"0.000";"38.982";"21.539";"46437"
"TROLL";"2009";"7.849";"24.401";"1.065";"0.000";"33.316";"20.957";"46437"
"TROLL";"2010";"6.870";"28.556";"1.072";"0.000";"36.498";"19.984";"46437"
"TROLL";"2011";"7.264";"24.796";"0.930";"0.000";"32.989";"19.843";"46437"
"TROLL";"2012";"7.100";"34.407";"1.411";"0.000";"42.918";"18.964";"46437"
"TROLL";"2013";"7.097";"29.634";"1.235";"0.000";"37.965";"17.761";"46437"
"TROLL";"2014";"7.298";"29.045";"1.230";"0.000";"37.573";"18.744";"46437"
"TROLL";"2015";"7.014";"34.633";"1.337";"0.000";"42.985";"18.333";"46437"
"TROLL";"2016";"7.348";"31.871";"1.282";"0.000";"40.501";"17.625";"46437"
"TROLL";"2017";"7.244";"36.744";"1.468";"0.000";"45.456";"18.027";"46437"
"TROLL";"2018";"6.410";"38.555";"1.481";"0.000";"46.446";"17.172";"46437"
"TROLL";"2019";"6.259";"31.539";"1.197";"0.000";"38.995";"17.730";"46437"
"TROLL";"2020";"4.993";"35.080";"1.324";"0.000";"41.396";"16.922";"46437"
"TROLL";"2021";"4.068";"37.361";"1.374";"0.000";"42.803";"16.032";"46437"
"TROLL";"2022";"3.628";"39.787";"1.282";"0.000";"44.697";"19.170";"46437"
"TROLL";"2023";"1.948";"29.755";"1.041";"0.000";"32.744";"12.946";"46437"
"TRYM";"2011";"0.334";"0.461";"0.000";"0.000";"0.795";"0.000";"18081500"
"TRYM";"2012";"0.369";"0.643";"0.000";"0.000";"1.012";"0.000";"18081500"
"TRYM";"2013";"0.192";"0.369";"0.000";"0.000";"0.561";"0.000";"18081500"
"TRYM";"2014";"0.199";"0.446";"0.000";"0.000";"0.645";"0.000";"18081500"
"TRYM";"2015";"0.197";"0.532";"0.000";"0.000";"0.729";"0.000";"18081500"
"TRYM";"2016";"0.152";"0.450";"0.000";"0.000";"0.602";"0.000";"18081500"
"TRYM";"2017";"0.134";"0.407";"0.000";"0.000";"0.541";"0.000";"18081500"
"TRYM";"2018";"0.067";"0.265";"0.000";"0.000";"0.332";"0.003";"18081500"
"TRYM";"2019";"0.031";"0.145";"0.000";"0.000";"0.176";"0.000";"18081500"
"TUNE";"2002";"0.018";"0.044";"0.001";"0.000";"0.063";"0.000";"853376"
"TUNE";"2003";"1.139";"3.332";"0.042";"0.000";"4.513";"0.048";"853376"
"TUNE";"2004";"0.958";"3.972";"0.046";"0.000";"4.976";"0.041";"853376"
"TUNE";"2005";"0.506";"3.118";"0.034";"0.000";"3.658";"0.032";"853376"
"TUNE";"2006";"0.287";"2.557";"0.027";"0.000";"2.871";"0.015";"853376"
"TUNE";"2007";"0.165";"1.801";"0.020";"0.000";"1.985";"0.027";"853376"
"TUNE";"2008";"0.099";"1.273";"0.021";"0.000";"1.392";"0.098";"853376"
"TUNE";"2009";"0.112";"1.056";"0.018";"0.000";"1.187";"0.024";"853376"
"TUNE";"2010";"0.071";"0.594";"0.012";"0.000";"0.676";"0.006";"853376"
"TUNE";"2011";"0.046";"0.435";"0.009";"0.000";"0.490";"0.007";"853376"
"TUNE";"2012";"0.042";"0.343";"0.006";"0.000";"0.391";"0.013";"853376"
"TUNE";"2013";"0.043";"0.398";"0.006";"0.000";"0.447";"0.009";"853376"
"TUNE";"2014";"0.032";"0.319";"0.005";"0.000";"0.356";"0.035";"853376"
"TUNE";"2015";"0.022";"0.195";"0.003";"0.000";"0.219";"0.027";"853376"
"TUNE";"2016";"0.013";"0.129";"0.002";"0.000";"0.144";"0.007";"853376"
"TUNE";"2017";"-0.001";"0.000";"0.002";"0.000";"0.001";"0.000";"853376"
"TUNE";"2018";"0.010";"0.108";"0.002";"0.000";"0.120";"0.007";"853376"
"TUNE";"2019";"0.005";"0.052";"0.001";"0.000";"0.057";"0.002";"853376"
"TUNE";"2020";"0.000";"0.000";"0.000";"0.000";"0.000";"0.000";"853376"
"TUNE";"2021";"0.014";"0.152";"0.002";"0.000";"0.169";"0.014";"853376"
"TUNE";"2022";"0.009";"0.090";"0.001";"0.000";"0.100";"0.012";"853376"
"TUNE";"2023";"0.000";"0.000";"0.000";"0.000";"0.000";"0.000";"853376"
"TYRIHANS";"2009";"1.596";"0.348";"0.162";"0.000";"2.106";"0.001";"3960848"
"TYRIHANS";"2010";"4.056";"0.050";"0.022";"0.000";"4.128";"0.000";"3960848"
"TYRIHANS";"2011";"5.121";"0.270";"0.125";"0.000";"5.516";"0.000";"3960848"
"TYRIHANS";"2012";"5.148";"0.024";"0.012";"0.000";"5.184";"0.222";"3960848"
"TYRIHANS";"2013";"3.465";"0.352";"0.160";"0.000";"3.977";"0.287";"3960848"
"TYRIHANS";"2014";"3.517";"1.174";"0.480";"0.000";"5.170";"0.806";"3960848"
"TYRIHANS";"2015";"2.553";"1.798";"0.662";"0.000";"5.013";"1.021";"3960848"
"TYRIHANS";"2016";"1.642";"2.141";"0.720";"0.000";"4.503";"1.017";"3960848"
"TYRIHANS";"2017";"1.567";"3.167";"0.951";"0.000";"5.685";"1.151";"3960848"
"TYRIHANS";"2018";"1.145";"2.926";"0.913";"0.000";"4.984";"0.973";"3960848"
"TYRIHANS";"2019";"0.955";"3.244";"0.970";"0.000";"5.169";"1.227";"3960848"
"TYRIHANS";"2020";"0.862";"2.905";"0.808";"0.000";"4.575";"1.134";"3960848"
"TYRIHANS";"2021";"0.728";"2.644";"0.625";"0.000";"3.997";"0.437";"3960848"
"TYRIHANS";"2022";"0.697";"3.094";"0.489";"0.000";"4.280";"0.310";"3960848"
"TYRIHANS";"2023";"0.488";"2.595";"0.376";"0.000";"3.459";"0.206";"3960848"
"ULA";"1986";"0.847";"0.038";"0.066";"0.000";"0.951";"0.000";"43800"
"ULA";"1987";"4.581";"0.320";"0.397";"0.000";"5.298";"0.000";"43800"
"ULA";"1988";"5.062";"0.361";"0.502";"0.000";"5.926";"0.000";"43800"
"ULA";"1989";"5.056";"0.348";"0.493";"0.000";"5.897";"0.000";"43800"
"ULA";"1990";"5.505";"0.376";"0.515";"0.000";"6.395";"0.000";"43800"
"ULA";"1991";"6.783";"0.424";"0.530";"0.000";"7.737";"0.000";"43800"
"ULA";"1992";"7.317";"0.457";"0.531";"0.000";"8.305";"0.000";"43800"
"ULA";"1993";"7.346";"0.472";"0.517";"0.000";"8.335";"0.000";"43800"
"ULA";"1994";"5.458";"0.349";"0.373";"0.000";"6.179";"0.000";"43800"
"ULA";"1995";"3.799";"0.235";"0.254";"0.000";"4.287";"0.000";"43800"
"ULA";"1996";"2.715";"0.165";"0.162";"0.000";"3.042";"0.000";"43800"
"ULA";"1997";"2.222";"0.147";"0.128";"0.000";"2.496";"0.000";"43800"
"ULA";"1998";"1.697";"0.022";"0.074";"0.000";"1.793";"0.000";"43800"
"ULA";"1999";"1.457";"0.000";"0.051";"0.000";"1.508";"0.000";"43800"
"ULA";"2000";"1.178";"0.000";"0.043";"0.000";"1.221";"4.338";"43800"
"ULA";"2001";"1.323";"0.006";"0.069";"0.000";"1.399";"4.070";"43800"
"ULA";"2002";"1.241";"0.046";"0.092";"0.000";"1.379";"3.009";"43800"
"ULA";"2003";"1.071";"0.050";"0.084";"0.000";"1.205";"3.129";"43800"
"ULA";"2004";"1.034";"0.028";"0.066";"0.000";"1.127";"3.662";"43800"
"ULA";"2005";"1.085";"0.000";"0.074";"0.000";"1.159";"3.068";"43800"
"ULA";"2006";"0.988";"0.000";"0.064";"0.000";"1.052";"2.818";"43800"
"ULA";"2007";"0.805";"0.007";"0.045";"0.000";"0.856";"1.849";"43800"
"ULA";"2008";"0.549";"0.001";"0.024";"0.000";"0.574";"0.787";"43800"
"ULA";"2009";"0.747";"0.001";"0.033";"0.000";"0.782";"0.687";"43800"
"ULA";"2010";"1.101";"0.000";"0.053";"0.000";"1.154";"1.776";"43800"
"ULA";"2011";"0.739";"0.000";"0.027";"0.000";"0.766";"1.686";"43800"
"ULA";"2012";"0.529";"0.000";"0.021";"0.000";"0.550";"1.796";"43800"
"ULA";"2013";"0.544";"0.000";"0.023";"0.000";"0.567";"1.450";"43800"
"ULA";"2014";"0.646";"0.000";"0.022";"0.000";"0.668";"2.676";"43800"
"ULA";"2015";"0.496";"0.000";"0.017";"0.000";"0.513";"2.645";"43800"
"ULA";"2016";"0.461";"0.000";"0.016";"0.000";"0.477";"2.867";"43800"
"ULA";"2017";"0.455";"0.000";"0.014";"0.000";"0.468";"2.529";"43800"
"ULA";"2018";"0.427";"0.000";"0.009";"0.000";"0.436";"3.091";"43800"
"ULA";"2019";"0.310";"0.000";"0.025";"0.000";"0.335";"3.797";"43800"
"ULA";"2020";"0.314";"0.000";"0.033";"0.000";"0.347";"3.439";"43800"
"ULA";"2021";"0.291";"0.000";"0.022";"0.000";"0.313";"3.690";"43800"
"ULA";"2022";"0.196";"0.000";"0.017";"0.000";"0.213";"2.815";"43800"
"ULA";"2023";"0.310";"0.000";"0.019";"0.000";"0.328";"2.513";"43800"
"URD";"2005";"0.191";"0.011";"0.003";"0.000";"0.205";"0.000";"2834734"
